"","gender","interval_year","35-39","40-44","45-49","50-54","55-59","60-64","65-69","70-74"
"1","Female","2003 - 2011",0.00764045554152459,-0.00669733919298676,0.00355501436546568,0.00460446215047261,-0.00956189314538891,-0.0207150400451769,-0.024102194776973,-0.0254867836500376
"2","Female","2011 - 2019",0.0291651529770729,0.017232333990717,0.00656326783223693,0.00816723309543232,0.0143414024993271,0.0135074328494067,0.000615908925786224,-0.00369516241831302
"3","Female","2003 - 2019",0.0148355481591533,0.0026550640135814,0.00319593960428266,0.00492770912153251,0.00108623632166926,-0.00478089206185295,-0.0127489984518394,-0.0154612779711005
"4","Male","2003 - 2011",0.00493896112131575,-0.0102922307634175,-0.00434624675125939,-0.00427245858316017,-0.0045817768551385,-0.0153264709893913,-0.0217586678431303,-0.0255618541882012
"5","Male","2011 - 2019",0.0201592183864643,0.0187578106602335,0.00378972889063189,0.00667937503904881,0.0108018439910305,0.0144636130982847,0.00844484193756068,0.000362438944921717
"6","Male","2003 - 2019",0.0099422199356356,0.00226272251589577,-0.0016225773627544,0.00014928326617758,0.00219436011846597,-0.00131821323438963,-0.00751516617329961,-0.0133782561757805
