"","gender","interval_year","35-39","40-44","45-49","50-54","55-59","60-64","65-69","70-74"
"1","Female","2003 - 2011",-0.00592042259823211,-0.0162787873479611,-0.00389102980391665,-0.00146805875211031,-0.0146260874727329,-0.0249752334063926,-0.0278122672023702,-0.0285734718030162
"2","Female","2011 - 2019",0.0159421487244826,0.00709494463504989,-0.000992604431684474,0.00225812256555513,0.00955110345575827,0.00953724361820063,-0.00289263813126039,-0.00672274124279593
"3","Female","2003 - 2019",0.00842761254398106,-0.00213784470952183,-0.000591260259274362,0.00184328688050561,-0.00138303391494743,-0.0068421000165737,-0.0145052404954741,-0.0169006460919572
"4","Male","2003 - 2011",-0.00503919743601855,-0.0172913582156963,-0.00961492674684383,-0.00852587480334321,-0.00828512406382598,-0.0185989311707198,-0.0247604344174048,-0.028229148862042
"5","Male","2011 - 2019",0.0103676709603049,0.0113359495501377,-0.00166824780788377,0.00244784117164709,0.00735718962450149,0.0114828608732001,0.00565821709637659,-0.00220746361719726
"6","Male","2003 - 2019",0.00519426061230344,-0.00122538047669352,-0.00431887287236676,-0.00201824402217454,0.000389237497174788,-0.00289758975564891,-0.008926054436587,-0.0146121475597589
