"gender","year","35-39","40-44","45-49","50-54","55-59","60-64","65-69","70-74"
"Female","2003 - 2011",0.000838835709635388,-0.0114974596715078,-0.000175057523932765,0.001562742436787,-0.0120977559132045,-0.0228479249044782,-0.0259590909959614,-0.0270311732936933
"Female","2011 - 2019",0.0225260242848764,0.0121503838724066,0.00277868141654469,0.00520861176870091,0.0119429164497205,0.0115199054146253,-0.00114039105222286,-0.00521050615286733
"Female","2003 - 2019",0.0116243154590927,0.00025657990954131,0.00130072279187088,0.00338402116245384,-0.0001496721766725,-0.00581250532088906,-0.0136277977016427,-0.0161813344684878
"Male","2003 - 2011",-6.14558838407664e-05,-0.0137967432706906,-0.00698395762233772,-0.00640172848940279,-0.00643553218054904,-0.0169644228246519,-0.0232608243586592,-0.0268963278899235
"Male","2011 - 2019",0.0152487572027546,0.0150396287989525,0.00105731253465979,0.00456151408201966,0.00907780861938745,0.0129718548862194,0.00705020086034858,-0.000923679334789318
"Male","2003 - 2019",0.0075645707313563,0.000517559881302754,-0.00297142935300676,-0.000935145239327695,0.00129109449217579,-0.00210853694880342,-0.00822110174808433,-0.0139955190986498
