"Notes"	"Age"	"Age Code"	"Gender"	"Gender Code"	"Yearly July 1st Estimates"	"Yearly July 1st Estimates Code"	Population
	"< 1 year"	"0"	"Female"	"F"	"2003"	"2003"	1942634
	"< 1 year"	"0"	"Female"	"F"	"2004"	"2004"	1962216
	"< 1 year"	"0"	"Female"	"F"	"2005"	"2005"	1956682
	"< 1 year"	"0"	"Female"	"F"	"2006"	"2006"	1975919
	"< 1 year"	"0"	"Female"	"F"	"2007"	"2007"	2027181
	"< 1 year"	"0"	"Female"	"F"	"2008"	"2008"	2022889
	"< 1 year"	"0"	"Female"	"F"	"2009"	"2009"	1959169
	"< 1 year"	"0"	"Female"	"F"	"2010"	"2010"	1932979
	"< 1 year"	"0"	"Female"	"F"	"2011"	"2011"	1934746
	"< 1 year"	"0"	"Female"	"F"	"2012"	"2012"	1918905
	"< 1 year"	"0"	"Female"	"F"	"2013"	"2013"	1921621
	"< 1 year"	"0"	"Female"	"F"	"2014"	"2014"	1930369
	"< 1 year"	"0"	"Female"	"F"	"2015"	"2015"	1946416
	"< 1 year"	"0"	"Female"	"F"	"2016"	"2016"	1937196
	"< 1 year"	"0"	"Female"	"F"	"2017"	"2017"	1896804
	"< 1 year"	"0"	"Female"	"F"	"2018"	"2018"	1871130
	"< 1 year"	"0"	"Female"	"F"	"2019"	"2019"	1841226
	"< 1 year"	"0"	"Female"	"F"	"2020"	"2020"	1826869
	"< 1 year"	"0"	"Male"	"M"	"2003"	"2003"	2033237
	"< 1 year"	"0"	"Male"	"M"	"2004"	"2004"	2052042
	"< 1 year"	"0"	"Male"	"M"	"2005"	"2005"	2047711
	"< 1 year"	"0"	"Male"	"M"	"2006"	"2006"	2065819
	"< 1 year"	"0"	"Male"	"M"	"2007"	"2007"	2120816
	"< 1 year"	"0"	"Male"	"M"	"2008"	"2008"	2109846
	"< 1 year"	"0"	"Male"	"M"	"2009"	"2009"	2044418
	"< 1 year"	"0"	"Male"	"M"	"2010"	"2010"	2018516
	"< 1 year"	"0"	"Male"	"M"	"2011"	"2011"	2028518
	"< 1 year"	"0"	"Male"	"M"	"2012"	"2012"	2007826
	"< 1 year"	"0"	"Male"	"M"	"2013"	"2013"	2009790
	"< 1 year"	"0"	"Male"	"M"	"2014"	"2014"	2024604
	"< 1 year"	"0"	"Male"	"M"	"2015"	"2015"	2037728
	"< 1 year"	"0"	"Male"	"M"	"2016"	"2016"	2026072
	"< 1 year"	"0"	"Male"	"M"	"2017"	"2017"	1985633
	"< 1 year"	"0"	"Male"	"M"	"2018"	"2018"	1955778
	"< 1 year"	"0"	"Male"	"M"	"2019"	"2019"	1921001
	"< 1 year"	"0"	"Male"	"M"	"2020"	"2020"	1908141
	"1 year"	"1"	"Female"	"F"	"2003"	"2003"	1926719
	"1 year"	"1"	"Female"	"F"	"2004"	"2004"	1932894
	"1 year"	"1"	"Female"	"F"	"2005"	"2005"	1950494
	"1 year"	"1"	"Female"	"F"	"2006"	"2006"	1942541
	"1 year"	"1"	"Female"	"F"	"2007"	"2007"	1958096
	"1 year"	"1"	"Female"	"F"	"2008"	"2008"	2005602
	"1 year"	"1"	"Female"	"F"	"2009"	"2009"	1997919
	"1 year"	"1"	"Female"	"F"	"2010"	"2010"	1937584
	"1 year"	"1"	"Female"	"F"	"2011"	"2011"	1941203
	"1 year"	"1"	"Female"	"F"	"2012"	"2012"	1942663
	"1 year"	"1"	"Female"	"F"	"2013"	"2013"	1927304
	"1 year"	"1"	"Female"	"F"	"2014"	"2014"	1930724
	"1 year"	"1"	"Female"	"F"	"2015"	"2015"	1939791
	"1 year"	"1"	"Female"	"F"	"2016"	"2016"	1956316
	"1 year"	"1"	"Female"	"F"	"2017"	"2017"	1946614
	"1 year"	"1"	"Female"	"F"	"2018"	"2018"	1904650
	"1 year"	"1"	"Female"	"F"	"2019"	"2019"	1878996
	"1 year"	"1"	"Female"	"F"	"2020"	"2020"	1847230
	"1 year"	"1"	"Male"	"M"	"2003"	"2003"	2009420
	"1 year"	"1"	"Male"	"M"	"2004"	"2004"	2020169
	"1 year"	"1"	"Male"	"M"	"2005"	"2005"	2036538
	"1 year"	"1"	"Male"	"M"	"2006"	"2006"	2029583
	"1 year"	"1"	"Male"	"M"	"2007"	"2007"	2044119
	"1 year"	"1"	"Male"	"M"	"2008"	"2008"	2095154
	"1 year"	"1"	"Male"	"M"	"2009"	"2009"	2080878
	"1 year"	"1"	"Male"	"M"	"2010"	"2010"	2020320
	"1 year"	"1"	"Male"	"M"	"2011"	"2011"	2025565
	"1 year"	"1"	"Male"	"M"	"2012"	"2012"	2035547
	"1 year"	"1"	"Male"	"M"	"2013"	"2013"	2016044
	"1 year"	"1"	"Male"	"M"	"2014"	"2014"	2018835
	"1 year"	"1"	"Male"	"M"	"2015"	"2015"	2034037
	"1 year"	"1"	"Male"	"M"	"2016"	"2016"	2047270
	"1 year"	"1"	"Male"	"M"	"2017"	"2017"	2035250
	"1 year"	"1"	"Male"	"M"	"2018"	"2018"	1993267
	"1 year"	"1"	"Male"	"M"	"2019"	"2019"	1963261
	"1 year"	"1"	"Male"	"M"	"2020"	"2020"	1926654
	"2 years"	"2"	"Female"	"F"	"2003"	"2003"	1959311
	"2 years"	"2"	"Female"	"F"	"2004"	"2004"	1925324
	"2 years"	"2"	"Female"	"F"	"2005"	"2005"	1932337
	"2 years"	"2"	"Female"	"F"	"2006"	"2006"	1950420
	"2 years"	"2"	"Female"	"F"	"2007"	"2007"	1942309
	"2 years"	"2"	"Female"	"F"	"2008"	"2008"	1957878
	"2 years"	"2"	"Female"	"F"	"2009"	"2009"	2005270
	"2 years"	"2"	"Female"	"F"	"2010"	"2010"	2002157
	"2 years"	"2"	"Female"	"F"	"2011"	"2011"	1944673
	"2 years"	"2"	"Female"	"F"	"2012"	"2012"	1948161
	"2 years"	"2"	"Female"	"F"	"2013"	"2013"	1950116
	"2 years"	"2"	"Female"	"F"	"2014"	"2014"	1935600
	"2 years"	"2"	"Female"	"F"	"2015"	"2015"	1939544
	"2 years"	"2"	"Female"	"F"	"2016"	"2016"	1949179
	"2 years"	"2"	"Female"	"F"	"2017"	"2017"	1965193
	"2 years"	"2"	"Female"	"F"	"2018"	"2018"	1954093
	"2 years"	"2"	"Female"	"F"	"2019"	"2019"	1911720
	"2 years"	"2"	"Female"	"F"	"2020"	"2020"	1884480
	"2 years"	"2"	"Male"	"M"	"2003"	"2003"	2043525
	"2 years"	"2"	"Male"	"M"	"2004"	"2004"	2008411
	"2 years"	"2"	"Male"	"M"	"2005"	"2005"	2020295
	"2 years"	"2"	"Male"	"M"	"2006"	"2006"	2037699
	"2 years"	"2"	"Male"	"M"	"2007"	"2007"	2031170
	"2 years"	"2"	"Male"	"M"	"2008"	"2008"	2046268
	"2 years"	"2"	"Male"	"M"	"2009"	"2009"	2097732
	"2 years"	"2"	"Male"	"M"	"2010"	"2010"	2088642
	"2 years"	"2"	"Male"	"M"	"2011"	"2011"	2026825
	"2 years"	"2"	"Male"	"M"	"2012"	"2012"	2031978
	"2 years"	"2"	"Male"	"M"	"2013"	"2013"	2042931
	"2 years"	"2"	"Male"	"M"	"2014"	"2014"	2024415
	"2 years"	"2"	"Male"	"M"	"2015"	"2015"	2028128
	"2 years"	"2"	"Male"	"M"	"2016"	"2016"	2043478
	"2 years"	"2"	"Male"	"M"	"2017"	"2017"	2056068
	"2 years"	"2"	"Male"	"M"	"2018"	"2018"	2042649
	"2 years"	"2"	"Male"	"M"	"2019"	"2019"	2000102
	"2 years"	"2"	"Male"	"M"	"2020"	"2020"	1968545
	"3 years"	"3"	"Female"	"F"	"2003"	"2003"	1885740
	"3 years"	"3"	"Female"	"F"	"2004"	"2004"	1962287
	"3 years"	"3"	"Female"	"F"	"2005"	"2005"	1930395
	"3 years"	"3"	"Female"	"F"	"2006"	"2006"	1939447
	"3 years"	"3"	"Female"	"F"	"2007"	"2007"	1958867
	"3 years"	"3"	"Female"	"F"	"2008"	"2008"	1952383
	"3 years"	"3"	"Female"	"F"	"2009"	"2009"	1969393
	"3 years"	"3"	"Female"	"F"	"2010"	"2010"	2010632
	"3 years"	"3"	"Female"	"F"	"2011"	"2011"	2008226
	"3 years"	"3"	"Female"	"F"	"2012"	"2012"	1950689
	"3 years"	"3"	"Female"	"F"	"2013"	"2013"	1954798
	"3 years"	"3"	"Female"	"F"	"2014"	"2014"	1957614
	"3 years"	"3"	"Female"	"F"	"2015"	"2015"	1943688
	"3 years"	"3"	"Female"	"F"	"2016"	"2016"	1948151
	"3 years"	"3"	"Female"	"F"	"2017"	"2017"	1957426
	"3 years"	"3"	"Female"	"F"	"2018"	"2018"	1972152
	"3 years"	"3"	"Female"	"F"	"2019"	"2019"	1960386
	"3 years"	"3"	"Female"	"F"	"2020"	"2020"	1916691
	"3 years"	"3"	"Male"	"M"	"2003"	"2003"	1974987
	"3 years"	"3"	"Male"	"M"	"2004"	"2004"	2045933
	"3 years"	"3"	"Male"	"M"	"2005"	"2005"	2012820
	"3 years"	"3"	"Male"	"M"	"2006"	"2006"	2026575
	"3 years"	"3"	"Male"	"M"	"2007"	"2007"	2045144
	"3 years"	"3"	"Male"	"M"	"2008"	"2008"	2039937
	"3 years"	"3"	"Male"	"M"	"2009"	"2009"	2056282
	"3 years"	"3"	"Male"	"M"	"2010"	"2010"	2101237
	"3 years"	"3"	"Male"	"M"	"2011"	"2011"	2094203
	"3 years"	"3"	"Male"	"M"	"2012"	"2012"	2032318
	"3 years"	"3"	"Male"	"M"	"2013"	"2013"	2038041
	"3 years"	"3"	"Male"	"M"	"2014"	"2014"	2050238
	"3 years"	"3"	"Male"	"M"	"2015"	"2015"	2032589
	"3 years"	"3"	"Male"	"M"	"2016"	"2016"	2036834
	"3 years"	"3"	"Male"	"M"	"2017"	"2017"	2051634
	"3 years"	"3"	"Male"	"M"	"2018"	"2018"	2062901
	"3 years"	"3"	"Male"	"M"	"2019"	"2019"	2048651
	"3 years"	"3"	"Male"	"M"	"2020"	"2020"	2004835
	"4 years"	"4"	"Female"	"F"	"2003"	"2003"	1864923
	"4 years"	"4"	"Female"	"F"	"2004"	"2004"	1892670
	"4 years"	"4"	"Female"	"F"	"2005"	"2005"	1971897
	"4 years"	"4"	"Female"	"F"	"2006"	"2006"	1942684
	"4 years"	"4"	"Female"	"F"	"2007"	"2007"	1953816
	"4 years"	"4"	"Female"	"F"	"2008"	"2008"	1975431
	"4 years"	"4"	"Female"	"F"	"2009"	"2009"	1970678
	"4 years"	"4"	"Female"	"F"	"2010"	"2010"	1993216
	"4 years"	"4"	"Female"	"F"	"2011"	"2011"	2016024
	"4 years"	"4"	"Female"	"F"	"2012"	"2012"	2013623
	"4 years"	"4"	"Female"	"F"	"2013"	"2013"	1956684
	"4 years"	"4"	"Female"	"F"	"2014"	"2014"	1961637
	"4 years"	"4"	"Female"	"F"	"2015"	"2015"	1965133
	"4 years"	"4"	"Female"	"F"	"2016"	"2016"	1951686
	"4 years"	"4"	"Female"	"F"	"2017"	"2017"	1955855
	"4 years"	"4"	"Female"	"F"	"2018"	"2018"	1963901
	"4 years"	"4"	"Female"	"F"	"2019"	"2019"	1977745
	"4 years"	"4"	"Female"	"F"	"2020"	"2020"	1964865
	"4 years"	"4"	"Male"	"M"	"2003"	"2003"	1951950
	"4 years"	"4"	"Male"	"M"	"2004"	"2004"	1983939
	"4 years"	"4"	"Male"	"M"	"2005"	"2005"	2058231
	"4 years"	"4"	"Male"	"M"	"2006"	"2006"	2028196
	"4 years"	"4"	"Male"	"M"	"2007"	"2007"	2044444
	"4 years"	"4"	"Male"	"M"	"2008"	"2008"	2065739
	"4 years"	"4"	"Male"	"M"	"2009"	"2009"	2062779
	"4 years"	"4"	"Male"	"M"	"2010"	"2010"	2084295
	"4 years"	"4"	"Male"	"M"	"2011"	"2011"	2106228
	"4 years"	"4"	"Male"	"M"	"2012"	"2012"	2099226
	"4 years"	"4"	"Male"	"M"	"2013"	"2013"	2037855
	"4 years"	"4"	"Male"	"M"	"2014"	"2014"	2044770
	"4 years"	"4"	"Male"	"M"	"2015"	"2015"	2057652
	"4 years"	"4"	"Male"	"M"	"2016"	"2016"	2040555
	"4 years"	"4"	"Male"	"M"	"2017"	"2017"	2044539
	"4 years"	"4"	"Male"	"M"	"2018"	"2018"	2058006
	"4 years"	"4"	"Male"	"M"	"2019"	"2019"	2068251
	"4 years"	"4"	"Male"	"M"	"2020"	"2020"	2052982
	"5 years"	"5"	"Female"	"F"	"2003"	"2003"	1867683
	"5 years"	"5"	"Female"	"F"	"2004"	"2004"	1871767
	"5 years"	"5"	"Female"	"F"	"2005"	"2005"	1901483
	"5 years"	"5"	"Female"	"F"	"2006"	"2006"	1982961
	"5 years"	"5"	"Female"	"F"	"2007"	"2007"	1955007
	"5 years"	"5"	"Female"	"F"	"2008"	"2008"	1968133
	"5 years"	"5"	"Female"	"F"	"2009"	"2009"	1991556
	"5 years"	"5"	"Female"	"F"	"2010"	"2010"	1988101
	"5 years"	"5"	"Female"	"F"	"2011"	"2011"	1998373
	"5 years"	"5"	"Female"	"F"	"2012"	"2012"	2021052
	"5 years"	"5"	"Female"	"F"	"2013"	"2013"	2019136
	"5 years"	"5"	"Female"	"F"	"2014"	"2014"	1962991
	"5 years"	"5"	"Female"	"F"	"2015"	"2015"	1968677
	"5 years"	"5"	"Female"	"F"	"2016"	"2016"	1972741
	"5 years"	"5"	"Female"	"F"	"2017"	"2017"	1959115
	"5 years"	"5"	"Female"	"F"	"2018"	"2018"	1962140
	"5 years"	"5"	"Female"	"F"	"2019"	"2019"	1969055
	"5 years"	"5"	"Female"	"F"	"2020"	"2020"	1981945
	"5 years"	"5"	"Male"	"M"	"2003"	"2003"	1955885
	"5 years"	"5"	"Male"	"M"	"2004"	"2004"	1957840
	"5 years"	"5"	"Male"	"M"	"2005"	"2005"	1991645
	"5 years"	"5"	"Male"	"M"	"2006"	"2006"	2067621
	"5 years"	"5"	"Male"	"M"	"2007"	"2007"	2038482
	"5 years"	"5"	"Male"	"M"	"2008"	"2008"	2056164
	"5 years"	"5"	"Male"	"M"	"2009"	"2009"	2078709
	"5 years"	"5"	"Male"	"M"	"2010"	"2010"	2076552
	"5 years"	"5"	"Male"	"M"	"2011"	"2011"	2089397
	"5 years"	"5"	"Male"	"M"	"2012"	"2012"	2111297
	"5 years"	"5"	"Male"	"M"	"2013"	"2013"	2104609
	"5 years"	"5"	"Male"	"M"	"2014"	"2014"	2044132
	"5 years"	"5"	"Male"	"M"	"2015"	"2015"	2051812
	"5 years"	"5"	"Male"	"M"	"2016"	"2016"	2065281
	"5 years"	"5"	"Male"	"M"	"2017"	"2017"	2048118
	"5 years"	"5"	"Male"	"M"	"2018"	"2018"	2050649
	"5 years"	"5"	"Male"	"M"	"2019"	"2019"	2063176
	"5 years"	"5"	"Male"	"M"	"2020"	"2020"	2072391
	"6 years"	"6"	"Female"	"F"	"2003"	"2003"	1877108
	"6 years"	"6"	"Female"	"F"	"2004"	"2004"	1867533
	"6 years"	"6"	"Female"	"F"	"2005"	"2005"	1871697
	"6 years"	"6"	"Female"	"F"	"2006"	"2006"	1901451
	"6 years"	"6"	"Female"	"F"	"2007"	"2007"	1981981
	"6 years"	"6"	"Female"	"F"	"2008"	"2008"	1953618
	"6 years"	"6"	"Female"	"F"	"2009"	"2009"	1966642
	"6 years"	"6"	"Female"	"F"	"2010"	"2010"	1993604
	"6 years"	"6"	"Female"	"F"	"2011"	"2011"	1993359
	"6 years"	"6"	"Female"	"F"	"2012"	"2012"	2003376
	"6 years"	"6"	"Female"	"F"	"2013"	"2013"	2026325
	"6 years"	"6"	"Female"	"F"	"2014"	"2014"	2025129
	"6 years"	"6"	"Female"	"F"	"2015"	"2015"	1969565
	"6 years"	"6"	"Female"	"F"	"2016"	"2016"	1975831
	"6 years"	"6"	"Female"	"F"	"2017"	"2017"	1979831
	"6 years"	"6"	"Female"	"F"	"2018"	"2018"	1965077
	"6 years"	"6"	"Female"	"F"	"2019"	"2019"	1966849
	"6 years"	"6"	"Female"	"F"	"2020"	"2020"	1972968
	"6 years"	"6"	"Male"	"M"	"2003"	"2003"	1960653
	"6 years"	"6"	"Male"	"M"	"2004"	"2004"	1954556
	"6 years"	"6"	"Male"	"M"	"2005"	"2005"	1956456
	"6 years"	"6"	"Male"	"M"	"2006"	"2006"	1989878
	"6 years"	"6"	"Male"	"M"	"2007"	"2007"	2064421
	"6 years"	"6"	"Male"	"M"	"2008"	"2008"	2034499
	"6 years"	"6"	"Male"	"M"	"2009"	"2009"	2051558
	"6 years"	"6"	"Male"	"M"	"2010"	"2010"	2079427
	"6 years"	"6"	"Male"	"M"	"2011"	"2011"	2081794
	"6 years"	"6"	"Male"	"M"	"2012"	"2012"	2094484
	"6 years"	"6"	"Male"	"M"	"2013"	"2013"	2116598
	"6 years"	"6"	"Male"	"M"	"2014"	"2014"	2110609
	"6 years"	"6"	"Male"	"M"	"2015"	"2015"	2050863
	"6 years"	"6"	"Male"	"M"	"2016"	"2016"	2059138
	"6 years"	"6"	"Male"	"M"	"2017"	"2017"	2072597
	"6 years"	"6"	"Male"	"M"	"2018"	"2018"	2054029
	"6 years"	"6"	"Male"	"M"	"2019"	"2019"	2055583
	"6 years"	"6"	"Male"	"M"	"2020"	"2020"	2067201
	"7 years"	"7"	"Female"	"F"	"2003"	"2003"	1916822
	"7 years"	"7"	"Female"	"F"	"2004"	"2004"	1883869
	"7 years"	"7"	"Female"	"F"	"2005"	"2005"	1876179
	"7 years"	"7"	"Female"	"F"	"2006"	"2006"	1882266
	"7 years"	"7"	"Female"	"F"	"2007"	"2007"	1913487
	"7 years"	"7"	"Female"	"F"	"2008"	"2008"	1995829
	"7 years"	"7"	"Female"	"F"	"2009"	"2009"	1968502
	"7 years"	"7"	"Female"	"F"	"2010"	"2010"	1979937
	"7 years"	"7"	"Female"	"F"	"2011"	"2011"	1998993
	"7 years"	"7"	"Female"	"F"	"2012"	"2012"	1998602
	"7 years"	"7"	"Female"	"F"	"2013"	"2013"	2008875
	"7 years"	"7"	"Female"	"F"	"2014"	"2014"	2032338
	"7 years"	"7"	"Female"	"F"	"2015"	"2015"	2031542
	"7 years"	"7"	"Female"	"F"	"2016"	"2016"	1976389
	"7 years"	"7"	"Female"	"F"	"2017"	"2017"	1982515
	"7 years"	"7"	"Female"	"F"	"2018"	"2018"	1985450
	"7 years"	"7"	"Female"	"F"	"2019"	"2019"	1969451
	"7 years"	"7"	"Female"	"F"	"2020"	"2020"	1970498
	"7 years"	"7"	"Male"	"M"	"2003"	"2003"	2007360
	"7 years"	"7"	"Male"	"M"	"2004"	"2004"	1966777
	"7 years"	"7"	"Male"	"M"	"2005"	"2005"	1962661
	"7 years"	"7"	"Male"	"M"	"2006"	"2006"	1966492
	"7 years"	"7"	"Male"	"M"	"2007"	"2007"	2001256
	"7 years"	"7"	"Male"	"M"	"2008"	"2008"	2077462
	"7 years"	"7"	"Male"	"M"	"2009"	"2009"	2048522
	"7 years"	"7"	"Male"	"M"	"2010"	"2010"	2063163
	"7 years"	"7"	"Male"	"M"	"2011"	"2011"	2084406
	"7 years"	"7"	"Male"	"M"	"2012"	"2012"	2086653
	"7 years"	"7"	"Male"	"M"	"2013"	"2013"	2099578
	"7 years"	"7"	"Male"	"M"	"2014"	"2014"	2122609
	"7 years"	"7"	"Male"	"M"	"2015"	"2015"	2117169
	"7 years"	"7"	"Male"	"M"	"2016"	"2016"	2057966
	"7 years"	"7"	"Male"	"M"	"2017"	"2017"	2065915
	"7 years"	"7"	"Male"	"M"	"2018"	"2018"	2078197
	"7 years"	"7"	"Male"	"M"	"2019"	"2019"	2058425
	"7 years"	"7"	"Male"	"M"	"2020"	"2020"	2059255
	"8 years"	"8"	"Female"	"F"	"2003"	"2003"	1946758
	"8 years"	"8"	"Female"	"F"	"2004"	"2004"	1920442
	"8 years"	"8"	"Female"	"F"	"2005"	"2005"	1888355
	"8 years"	"8"	"Female"	"F"	"2006"	"2006"	1881597
	"8 years"	"8"	"Female"	"F"	"2007"	"2007"	1887870
	"8 years"	"8"	"Female"	"F"	"2008"	"2008"	1919626
	"8 years"	"8"	"Female"	"F"	"2009"	"2009"	2002104
	"8 years"	"8"	"Female"	"F"	"2010"	"2010"	1971169
	"8 years"	"8"	"Female"	"F"	"2011"	"2011"	1985281
	"8 years"	"8"	"Female"	"F"	"2012"	"2012"	2004340
	"8 years"	"8"	"Female"	"F"	"2013"	"2013"	2004421
	"8 years"	"8"	"Female"	"F"	"2014"	"2014"	2015050
	"8 years"	"8"	"Female"	"F"	"2015"	"2015"	2038698
	"8 years"	"8"	"Female"	"F"	"2016"	"2016"	2037986
	"8 years"	"8"	"Female"	"F"	"2017"	"2017"	1982528
	"8 years"	"8"	"Female"	"F"	"2018"	"2018"	1987716
	"8 years"	"8"	"Female"	"F"	"2019"	"2019"	1989491
	"8 years"	"8"	"Female"	"F"	"2020"	"2020"	1972830
	"8 years"	"8"	"Male"	"M"	"2003"	"2003"	2044317
	"8 years"	"8"	"Male"	"M"	"2004"	"2004"	2012719
	"8 years"	"8"	"Male"	"M"	"2005"	"2005"	1973522
	"8 years"	"8"	"Male"	"M"	"2006"	"2006"	1970668
	"8 years"	"8"	"Male"	"M"	"2007"	"2007"	1975219
	"8 years"	"8"	"Male"	"M"	"2008"	"2008"	2010918
	"8 years"	"8"	"Male"	"M"	"2009"	"2009"	2087842
	"8 years"	"8"	"Male"	"M"	"2010"	"2010"	2054455
	"8 years"	"8"	"Male"	"M"	"2011"	"2011"	2068032
	"8 years"	"8"	"Male"	"M"	"2012"	"2012"	2089213
	"8 years"	"8"	"Male"	"M"	"2013"	"2013"	2091612
	"8 years"	"8"	"Male"	"M"	"2014"	"2014"	2105426
	"8 years"	"8"	"Male"	"M"	"2015"	"2015"	2129067
	"8 years"	"8"	"Male"	"M"	"2016"	"2016"	2124156
	"8 years"	"8"	"Male"	"M"	"2017"	"2017"	2064602
	"8 years"	"8"	"Male"	"M"	"2018"	"2018"	2071493
	"8 years"	"8"	"Male"	"M"	"2019"	"2019"	2082403
	"8 years"	"8"	"Male"	"M"	"2020"	"2020"	2061955
	"9 years"	"9"	"Female"	"F"	"2003"	"2003"	1972876
	"9 years"	"9"	"Female"	"F"	"2004"	"2004"	1959620
	"9 years"	"9"	"Female"	"F"	"2005"	"2005"	1936186
	"9 years"	"9"	"Female"	"F"	"2006"	"2006"	1906898
	"9 years"	"9"	"Female"	"F"	"2007"	"2007"	1902338
	"9 years"	"9"	"Female"	"F"	"2008"	"2008"	1911282
	"9 years"	"9"	"Female"	"F"	"2009"	"2009"	1945940
	"9 years"	"9"	"Female"	"F"	"2010"	"2010"	2018387
	"9 years"	"9"	"Female"	"F"	"2011"	"2011"	1976595
	"9 years"	"9"	"Female"	"F"	"2012"	"2012"	1990745
	"9 years"	"9"	"Female"	"F"	"2013"	"2013"	2010171
	"9 years"	"9"	"Female"	"F"	"2014"	"2014"	2010609
	"9 years"	"9"	"Female"	"F"	"2015"	"2015"	2021471
	"9 years"	"9"	"Female"	"F"	"2016"	"2016"	2045058
	"9 years"	"9"	"Female"	"F"	"2017"	"2017"	2044117
	"9 years"	"9"	"Female"	"F"	"2018"	"2018"	1987834
	"9 years"	"9"	"Female"	"F"	"2019"	"2019"	1991601
	"9 years"	"9"	"Female"	"F"	"2020"	"2020"	1992717
	"9 years"	"9"	"Male"	"M"	"2003"	"2003"	2071389
	"9 years"	"9"	"Male"	"M"	"2004"	"2004"	2059114
	"9 years"	"9"	"Male"	"M"	"2005"	"2005"	2030883
	"9 years"	"9"	"Male"	"M"	"2006"	"2006"	1994856
	"9 years"	"9"	"Male"	"M"	"2007"	"2007"	1994550
	"9 years"	"9"	"Male"	"M"	"2008"	"2008"	2002071
	"9 years"	"9"	"Male"	"M"	"2009"	"2009"	2041124
	"9 years"	"9"	"Male"	"M"	"2010"	"2010"	2107026
	"9 years"	"9"	"Male"	"M"	"2011"	"2011"	2059259
	"9 years"	"9"	"Male"	"M"	"2012"	"2012"	2072917
	"9 years"	"9"	"Male"	"M"	"2013"	"2013"	2094266
	"9 years"	"9"	"Male"	"M"	"2014"	"2014"	2097377
	"9 years"	"9"	"Male"	"M"	"2015"	"2015"	2111955
	"9 years"	"9"	"Male"	"M"	"2016"	"2016"	2136011
	"9 years"	"9"	"Male"	"M"	"2017"	"2017"	2130968
	"9 years"	"9"	"Male"	"M"	"2018"	"2018"	2070373
	"9 years"	"9"	"Male"	"M"	"2019"	"2019"	2075719
	"9 years"	"9"	"Male"	"M"	"2020"	"2020"	2085951
	"10 years"	"10"	"Female"	"F"	"2003"	"2003"	2049649
	"10 years"	"10"	"Female"	"F"	"2004"	"2004"	2026099
	"10 years"	"10"	"Female"	"F"	"2005"	"2005"	2024518
	"10 years"	"10"	"Female"	"F"	"2006"	"2006"	2012412
	"10 years"	"10"	"Female"	"F"	"2007"	"2007"	1992946
	"10 years"	"10"	"Female"	"F"	"2008"	"2008"	1999441
	"10 years"	"10"	"Female"	"F"	"2009"	"2009"	2019572
	"10 years"	"10"	"Female"	"F"	"2010"	"2010"	2044915
	"10 years"	"10"	"Female"	"F"	"2011"	"2011"	2023940
	"10 years"	"10"	"Female"	"F"	"2012"	"2012"	1982199
	"10 years"	"10"	"Female"	"F"	"2013"	"2013"	1996357
	"10 years"	"10"	"Female"	"F"	"2014"	"2014"	2016411
	"10 years"	"10"	"Female"	"F"	"2015"	"2015"	2017209
	"10 years"	"10"	"Female"	"F"	"2016"	"2016"	2028238
	"10 years"	"10"	"Female"	"F"	"2017"	"2017"	2051472
	"10 years"	"10"	"Female"	"F"	"2018"	"2018"	2049679
	"10 years"	"10"	"Female"	"F"	"2019"	"2019"	1991833
	"10 years"	"10"	"Female"	"F"	"2020"	"2020"	1994965
	"10 years"	"10"	"Male"	"M"	"2003"	"2003"	2155393
	"10 years"	"10"	"Male"	"M"	"2004"	"2004"	2125852
	"10 years"	"10"	"Male"	"M"	"2005"	"2005"	2125604
	"10 years"	"10"	"Male"	"M"	"2006"	"2006"	2108693
	"10 years"	"10"	"Male"	"M"	"2007"	"2007"	2082772
	"10 years"	"10"	"Male"	"M"	"2008"	"2008"	2094239
	"10 years"	"10"	"Male"	"M"	"2009"	"2009"	2113518
	"10 years"	"10"	"Male"	"M"	"2010"	"2010"	2142160
	"10 years"	"10"	"Male"	"M"	"2011"	"2011"	2111828
	"10 years"	"10"	"Male"	"M"	"2012"	"2012"	2064182
	"10 years"	"10"	"Male"	"M"	"2013"	"2013"	2077929
	"10 years"	"10"	"Male"	"M"	"2014"	"2014"	2099920
	"10 years"	"10"	"Male"	"M"	"2015"	"2015"	2103824
	"10 years"	"10"	"Male"	"M"	"2016"	"2016"	2118906
	"10 years"	"10"	"Male"	"M"	"2017"	"2017"	2142742
	"10 years"	"10"	"Male"	"M"	"2018"	"2018"	2136727
	"10 years"	"10"	"Male"	"M"	"2019"	"2019"	2074439
	"10 years"	"10"	"Male"	"M"	"2020"	"2020"	2079208
	"11 years"	"11"	"Female"	"F"	"2003"	"2003"	2077602
	"11 years"	"11"	"Female"	"F"	"2004"	"2004"	2050854
	"11 years"	"11"	"Female"	"F"	"2005"	"2005"	2024711
	"11 years"	"11"	"Female"	"F"	"2006"	"2006"	2020446
	"11 years"	"11"	"Female"	"F"	"2007"	"2007"	2005151
	"11 years"	"11"	"Female"	"F"	"2008"	"2008"	1982889
	"11 years"	"11"	"Female"	"F"	"2009"	"2009"	1986140
	"11 years"	"11"	"Female"	"F"	"2010"	"2010"	2010708
	"11 years"	"11"	"Female"	"F"	"2011"	"2011"	2050585
	"11 years"	"11"	"Female"	"F"	"2012"	"2012"	2029755
	"11 years"	"11"	"Female"	"F"	"2013"	"2013"	1987825
