"Notes"	"Age"	"Age Code"	"Gender"	"Gender Code"	"Yearly July 1st Estimates"	"Yearly July 1st Estimates Code"	Population
	"73 years"	"73"	"Male"	"M"	"2015"	"2015"	981096
	"73 years"	"73"	"Male"	"M"	"2016"	"2016"	1107054
	"73 years"	"73"	"Male"	"M"	"2017"	"2017"	1062158
	"73 years"	"73"	"Male"	"M"	"2018"	"2018"	1075313
	"73 years"	"73"	"Male"	"M"	"2019"	"2019"	1074873
	"73 years"	"73"	"Male"	"M"	"2020"	"2020"	1442000
	"74 years"	"74"	"Female"	"F"	"2003"	"2003"	923900
	"74 years"	"74"	"Female"	"F"	"2004"	"2004"	951203
	"74 years"	"74"	"Female"	"F"	"2005"	"2005"	914432
	"74 years"	"74"	"Female"	"F"	"2006"	"2006"	900873
	"74 years"	"74"	"Female"	"F"	"2007"	"2007"	892848
	"74 years"	"74"	"Female"	"F"	"2008"	"2008"	874610
	"74 years"	"74"	"Female"	"F"	"2009"	"2009"	938799
	"74 years"	"74"	"Female"	"F"	"2010"	"2010"	927133
	"74 years"	"74"	"Female"	"F"	"2011"	"2011"	935354
	"74 years"	"74"	"Female"	"F"	"2012"	"2012"	981315
	"74 years"	"74"	"Female"	"F"	"2013"	"2013"	991970
	"74 years"	"74"	"Female"	"F"	"2014"	"2014"	1031974
	"74 years"	"74"	"Female"	"F"	"2015"	"2015"	1066029
	"74 years"	"74"	"Female"	"F"	"2016"	"2016"	1137816
	"74 years"	"74"	"Female"	"F"	"2017"	"2017"	1277026
	"74 years"	"74"	"Female"	"F"	"2018"	"2018"	1226171
	"74 years"	"74"	"Female"	"F"	"2019"	"2019"	1238452
	"74 years"	"74"	"Female"	"F"	"2020"	"2020"	1232798
	"74 years"	"74"	"Male"	"M"	"2003"	"2003"	720651
	"74 years"	"74"	"Male"	"M"	"2004"	"2004"	744927
	"74 years"	"74"	"Male"	"M"	"2005"	"2005"	724073
	"74 years"	"74"	"Male"	"M"	"2006"	"2006"	718165
	"74 years"	"74"	"Male"	"M"	"2007"	"2007"	715467
	"74 years"	"74"	"Male"	"M"	"2008"	"2008"	706721
	"74 years"	"74"	"Male"	"M"	"2009"	"2009"	763506
	"74 years"	"74"	"Male"	"M"	"2010"	"2010"	758808
	"74 years"	"74"	"Male"	"M"	"2011"	"2011"	769818
	"74 years"	"74"	"Male"	"M"	"2012"	"2012"	812726
	"74 years"	"74"	"Male"	"M"	"2013"	"2013"	829222
	"74 years"	"74"	"Male"	"M"	"2014"	"2014"	856285
	"74 years"	"74"	"Male"	"M"	"2015"	"2015"	883982
	"74 years"	"74"	"Male"	"M"	"2016"	"2016"	952290
	"74 years"	"74"	"Male"	"M"	"2017"	"2017"	1074474
	"74 years"	"74"	"Male"	"M"	"2018"	"2018"	1030767
	"74 years"	"74"	"Male"	"M"	"2019"	"2019"	1044220
	"74 years"	"74"	"Male"	"M"	"2020"	"2020"	1041614
	"75 years"	"75"	"Female"	"F"	"2003"	"2003"	919089
	"75 years"	"75"	"Female"	"F"	"2004"	"2004"	894247
	"75 years"	"75"	"Female"	"F"	"2005"	"2005"	920144
	"75 years"	"75"	"Female"	"F"	"2006"	"2006"	884121
	"75 years"	"75"	"Female"	"F"	"2007"	"2007"	870058
	"75 years"	"75"	"Female"	"F"	"2008"	"2008"	861340
	"75 years"	"75"	"Female"	"F"	"2009"	"2009"	842856
	"75 years"	"75"	"Female"	"F"	"2010"	"2010"	906201
	"75 years"	"75"	"Female"	"F"	"2011"	"2011"	905529
	"75 years"	"75"	"Female"	"F"	"2012"	"2012"	914381
	"75 years"	"75"	"Female"	"F"	"2013"	"2013"	958772
	"75 years"	"75"	"Female"	"F"	"2014"	"2014"	970257
	"75 years"	"75"	"Female"	"F"	"2015"	"2015"	1008529
	"75 years"	"75"	"Female"	"F"	"2016"	"2016"	1042818
	"75 years"	"75"	"Female"	"F"	"2017"	"2017"	1112595
	"75 years"	"75"	"Female"	"F"	"2018"	"2018"	1248717
	"75 years"	"75"	"Female"	"F"	"2019"	"2019"	1199547
	"75 years"	"75"	"Female"	"F"	"2020"	"2020"	1210107
	"75 years"	"75"	"Male"	"M"	"2003"	"2003"	698219
	"75 years"	"75"	"Male"	"M"	"2004"	"2004"	686874
	"75 years"	"75"	"Male"	"M"	"2005"	"2005"	709619
	"75 years"	"75"	"Male"	"M"	"2006"	"2006"	689385
	"75 years"	"75"	"Male"	"M"	"2007"	"2007"	683039
	"75 years"	"75"	"Male"	"M"	"2008"	"2008"	679687
	"75 years"	"75"	"Male"	"M"	"2009"	"2009"	670445
	"75 years"	"75"	"Male"	"M"	"2010"	"2010"	725649
	"75 years"	"75"	"Male"	"M"	"2011"	"2011"	732887
	"75 years"	"75"	"Male"	"M"	"2012"	"2012"	744416
	"75 years"	"75"	"Male"	"M"	"2013"	"2013"	785343
	"75 years"	"75"	"Male"	"M"	"2014"	"2014"	802253
	"75 years"	"75"	"Male"	"M"	"2015"	"2015"	827728
	"75 years"	"75"	"Male"	"M"	"2016"	"2016"	855611
	"75 years"	"75"	"Male"	"M"	"2017"	"2017"	921531
	"75 years"	"75"	"Male"	"M"	"2018"	"2018"	1039842
	"75 years"	"75"	"Male"	"M"	"2019"	"2019"	998201
	"75 years"	"75"	"Male"	"M"	"2020"	"2020"	1009458
	"76 years"	"76"	"Female"	"F"	"2003"	"2003"	899842
	"76 years"	"76"	"Female"	"F"	"2004"	"2004"	895466
	"76 years"	"76"	"Female"	"F"	"2005"	"2005"	872922
	"76 years"	"76"	"Female"	"F"	"2006"	"2006"	900407
	"76 years"	"76"	"Female"	"F"	"2007"	"2007"	866442
	"76 years"	"76"	"Female"	"F"	"2008"	"2008"	854043
	"76 years"	"76"	"Female"	"F"	"2009"	"2009"	847071
	"76 years"	"76"	"Female"	"F"	"2010"	"2010"	828129
	"76 years"	"76"	"Female"	"F"	"2011"	"2011"	882835
	"76 years"	"76"	"Female"	"F"	"2012"	"2012"	883001
	"76 years"	"76"	"Female"	"F"	"2013"	"2013"	891102
	"76 years"	"76"	"Female"	"F"	"2014"	"2014"	935578
	"76 years"	"76"	"Female"	"F"	"2015"	"2015"	945797
	"76 years"	"76"	"Female"	"F"	"2016"	"2016"	984122
	"76 years"	"76"	"Female"	"F"	"2017"	"2017"	1017241
	"76 years"	"76"	"Female"	"F"	"2018"	"2018"	1085253
	"76 years"	"76"	"Female"	"F"	"2019"	"2019"	1218544
	"76 years"	"76"	"Female"	"F"	"2020"	"2020"	1168898
	"76 years"	"76"	"Male"	"M"	"2003"	"2003"	667787
	"76 years"	"76"	"Male"	"M"	"2004"	"2004"	671287
	"76 years"	"76"	"Male"	"M"	"2005"	"2005"	662437
	"76 years"	"76"	"Male"	"M"	"2006"	"2006"	686620
	"76 years"	"76"	"Male"	"M"	"2007"	"2007"	668782
	"76 years"	"76"	"Male"	"M"	"2008"	"2008"	664284
	"76 years"	"76"	"Male"	"M"	"2009"	"2009"	662929
	"76 years"	"76"	"Male"	"M"	"2010"	"2010"	653554
	"76 years"	"76"	"Male"	"M"	"2011"	"2011"	698436
	"76 years"	"76"	"Male"	"M"	"2012"	"2012"	706342
	"76 years"	"76"	"Male"	"M"	"2013"	"2013"	716911
	"76 years"	"76"	"Male"	"M"	"2014"	"2014"	757425
	"76 years"	"76"	"Male"	"M"	"2015"	"2015"	772985
	"76 years"	"76"	"Male"	"M"	"2016"	"2016"	798658
	"76 years"	"76"	"Male"	"M"	"2017"	"2017"	825299
	"76 years"	"76"	"Male"	"M"	"2018"	"2018"	888814
	"76 years"	"76"	"Male"	"M"	"2019"	"2019"	1003758
	"76 years"	"76"	"Male"	"M"	"2020"	"2020"	961529
	"77 years"	"77"	"Female"	"F"	"2003"	"2003"	868089
	"77 years"	"77"	"Female"	"F"	"2004"	"2004"	868370
	"77 years"	"77"	"Female"	"F"	"2005"	"2005"	864332
	"77 years"	"77"	"Female"	"F"	"2006"	"2006"	842943
	"77 years"	"77"	"Female"	"F"	"2007"	"2007"	869410
	"77 years"	"77"	"Female"	"F"	"2008"	"2008"	836424
	"77 years"	"77"	"Female"	"F"	"2009"	"2009"	824353
	"77 years"	"77"	"Female"	"F"	"2010"	"2010"	818301
	"77 years"	"77"	"Female"	"F"	"2011"	"2011"	804299
	"77 years"	"77"	"Female"	"F"	"2012"	"2012"	858500
	"77 years"	"77"	"Female"	"F"	"2013"	"2013"	858020
	"77 years"	"77"	"Female"	"F"	"2014"	"2014"	867050
	"77 years"	"77"	"Female"	"F"	"2015"	"2015"	909394
	"77 years"	"77"	"Female"	"F"	"2016"	"2016"	920414
	"77 years"	"77"	"Female"	"F"	"2017"	"2017"	957424
	"77 years"	"77"	"Female"	"F"	"2018"	"2018"	989626
	"77 years"	"77"	"Female"	"F"	"2019"	"2019"	1056146
	"77 years"	"77"	"Female"	"F"	"2020"	"2020"	1183942
	"77 years"	"77"	"Male"	"M"	"2003"	"2003"	621701
	"77 years"	"77"	"Male"	"M"	"2004"	"2004"	633496
	"77 years"	"77"	"Male"	"M"	"2005"	"2005"	637311
	"77 years"	"77"	"Male"	"M"	"2006"	"2006"	629385
	"77 years"	"77"	"Male"	"M"	"2007"	"2007"	652493
	"77 years"	"77"	"Male"	"M"	"2008"	"2008"	635582
	"77 years"	"77"	"Male"	"M"	"2009"	"2009"	631391
	"77 years"	"77"	"Male"	"M"	"2010"	"2010"	630865
	"77 years"	"77"	"Male"	"M"	"2011"	"2011"	626543
	"77 years"	"77"	"Male"	"M"	"2012"	"2012"	670655
	"77 years"	"77"	"Male"	"M"	"2013"	"2013"	677706
	"77 years"	"77"	"Male"	"M"	"2014"	"2014"	688949
	"77 years"	"77"	"Male"	"M"	"2015"	"2015"	727164
	"77 years"	"77"	"Male"	"M"	"2016"	"2016"	743208
	"77 years"	"77"	"Male"	"M"	"2017"	"2017"	767691
	"77 years"	"77"	"Male"	"M"	"2018"	"2018"	793206
	"77 years"	"77"	"Male"	"M"	"2019"	"2019"	854801
	"77 years"	"77"	"Male"	"M"	"2020"	"2020"	963155
	"78 years"	"78"	"Female"	"F"	"2003"	"2003"	861328
	"78 years"	"78"	"Female"	"F"	"2004"	"2004"	837128
	"78 years"	"78"	"Female"	"F"	"2005"	"2005"	838488
	"78 years"	"78"	"Female"	"F"	"2006"	"2006"	835874
	"78 years"	"78"	"Female"	"F"	"2007"	"2007"	815742
	"78 years"	"78"	"Female"	"F"	"2008"	"2008"	842232
	"78 years"	"78"	"Female"	"F"	"2009"	"2009"	810924
	"78 years"	"78"	"Female"	"F"	"2010"	"2010"	799415
	"78 years"	"78"	"Female"	"F"	"2011"	"2011"	792358
	"78 years"	"78"	"Female"	"F"	"2012"	"2012"	779620
	"78 years"	"78"	"Female"	"F"	"2013"	"2013"	831562
	"78 years"	"78"	"Female"	"F"	"2014"	"2014"	832251
	"78 years"	"78"	"Female"	"F"	"2015"	"2015"	840133
	"78 years"	"78"	"Female"	"F"	"2016"	"2016"	882478
	"78 years"	"78"	"Female"	"F"	"2017"	"2017"	892776
	"78 years"	"78"	"Female"	"F"	"2018"	"2018"	928749
	"78 years"	"78"	"Female"	"F"	"2019"	"2019"	960476
	"78 years"	"78"	"Female"	"F"	"2020"	"2020"	1023052
	"78 years"	"78"	"Male"	"M"	"2003"	"2003"	595667
	"78 years"	"78"	"Male"	"M"	"2004"	"2004"	588554
	"78 years"	"78"	"Male"	"M"	"2005"	"2005"	600987
	"78 years"	"78"	"Male"	"M"	"2006"	"2006"	605767
	"78 years"	"78"	"Male"	"M"	"2007"	"2007"	599072
	"78 years"	"78"	"Male"	"M"	"2008"	"2008"	621852
	"78 years"	"78"	"Male"	"M"	"2009"	"2009"	606615
	"78 years"	"78"	"Male"	"M"	"2010"	"2010"	602785
	"78 years"	"78"	"Male"	"M"	"2011"	"2011"	602295
	"78 years"	"78"	"Male"	"M"	"2012"	"2012"	598992
	"78 years"	"78"	"Male"	"M"	"2013"	"2013"	640693
	"78 years"	"78"	"Male"	"M"	"2014"	"2014"	648535
	"78 years"	"78"	"Male"	"M"	"2015"	"2015"	658564
	"78 years"	"78"	"Male"	"M"	"2016"	"2016"	696305
	"78 years"	"78"	"Male"	"M"	"2017"	"2017"	711470
	"78 years"	"78"	"Male"	"M"	"2018"	"2018"	734934
	"78 years"	"78"	"Male"	"M"	"2019"	"2019"	759927
	"78 years"	"78"	"Male"	"M"	"2020"	"2020"	816776
	"79 years"	"79"	"Female"	"F"	"2003"	"2003"	817634
	"79 years"	"79"	"Female"	"F"	"2004"	"2004"	826108
	"79 years"	"79"	"Female"	"F"	"2005"	"2005"	803370
	"79 years"	"79"	"Female"	"F"	"2006"	"2006"	805791
	"79 years"	"79"	"Female"	"F"	"2007"	"2007"	803572
	"79 years"	"79"	"Female"	"F"	"2008"	"2008"	784458
	"79 years"	"79"	"Female"	"F"	"2009"	"2009"	810576
	"79 years"	"79"	"Female"	"F"	"2010"	"2010"	781049
	"79 years"	"79"	"Female"	"F"	"2011"	"2011"	771267
	"79 years"	"79"	"Female"	"F"	"2012"	"2012"	765408
	"79 years"	"79"	"Female"	"F"	"2013"	"2013"	752296
	"79 years"	"79"	"Female"	"F"	"2014"	"2014"	803816
	"79 years"	"79"	"Female"	"F"	"2015"	"2015"	803528
	"79 years"	"79"	"Female"	"F"	"2016"	"2016"	812403
	"79 years"	"79"	"Female"	"F"	"2017"	"2017"	853150
	"79 years"	"79"	"Female"	"F"	"2018"	"2018"	863050
	"79 years"	"79"	"Female"	"F"	"2019"	"2019"	898404
	"79 years"	"79"	"Female"	"F"	"2020"	"2020"	927150
	"79 years"	"79"	"Male"	"M"	"2003"	"2003"	548486
	"79 years"	"79"	"Male"	"M"	"2004"	"2004"	559869
	"79 years"	"79"	"Male"	"M"	"2005"	"2005"	553999
	"79 years"	"79"	"Male"	"M"	"2006"	"2006"	566741
	"79 years"	"79"	"Male"	"M"	"2007"	"2007"	571753
	"79 years"	"79"	"Male"	"M"	"2008"	"2008"	565841
	"79 years"	"79"	"Male"	"M"	"2009"	"2009"	587904
	"79 years"	"79"	"Male"	"M"	"2010"	"2010"	573881
	"79 years"	"79"	"Male"	"M"	"2011"	"2011"	572628
	"79 years"	"79"	"Male"	"M"	"2012"	"2012"	573211
	"79 years"	"79"	"Male"	"M"	"2013"	"2013"	569391
	"79 years"	"79"	"Male"	"M"	"2014"	"2014"	610259
	"79 years"	"79"	"Male"	"M"	"2015"	"2015"	617005
	"79 years"	"79"	"Male"	"M"	"2016"	"2016"	627710
	"79 years"	"79"	"Male"	"M"	"2017"	"2017"	663515
	"79 years"	"79"	"Male"	"M"	"2018"	"2018"	677988
	"79 years"	"79"	"Male"	"M"	"2019"	"2019"	701020
	"79 years"	"79"	"Male"	"M"	"2020"	"2020"	722766
	"80 years"	"80"	"Female"	"F"	"2003"	"2003"	760319
	"80 years"	"80"	"Female"	"F"	"2004"	"2004"	777143
	"80 years"	"80"	"Female"	"F"	"2005"	"2005"	785122
	"80 years"	"80"	"Female"	"F"	"2006"	"2006"	763565
	"80 years"	"80"	"Female"	"F"	"2007"	"2007"	765528
	"80 years"	"80"	"Female"	"F"	"2008"	"2008"	762902
	"80 years"	"80"	"Female"	"F"	"2009"	"2009"	744268
	"80 years"	"80"	"Female"	"F"	"2010"	"2010"	770515
	"80 years"	"80"	"Female"	"F"	"2011"	"2011"	750429
	"80 years"	"80"	"Female"	"F"	"2012"	"2012"	741952
	"80 years"	"80"	"Female"	"F"	"2013"	"2013"	735630
	"80 years"	"80"	"Female"	"F"	"2014"	"2014"	724228
	"80 years"	"80"	"Female"	"F"	"2015"	"2015"	772917
	"80 years"	"80"	"Female"	"F"	"2016"	"2016"	773847
	"80 years"	"80"	"Female"	"F"	"2017"	"2017"	782122
	"80 years"	"80"	"Female"	"F"	"2018"	"2018"	821469
	"80 years"	"80"	"Female"	"F"	"2019"	"2019"	831492
	"80 years"	"80"	"Female"	"F"	"2020"	"2020"	863701
	"80 years"	"80"	"Male"	"M"	"2003"	"2003"	499405
	"80 years"	"80"	"Male"	"M"	"2004"	"2004"	509590
	"80 years"	"80"	"Male"	"M"	"2005"	"2005"	520539
	"80 years"	"80"	"Male"	"M"	"2006"	"2006"	515325
	"80 years"	"80"	"Male"	"M"	"2007"	"2007"	527247
	"80 years"	"80"	"Male"	"M"	"2008"	"2008"	531699
	"80 years"	"80"	"Male"	"M"	"2009"	"2009"	526176
	"80 years"	"80"	"Male"	"M"	"2010"	"2010"	549205
	"80 years"	"80"	"Male"	"M"	"2011"	"2011"	542156
	"80 years"	"80"	"Male"	"M"	"2012"	"2012"	541946
	"80 years"	"80"	"Male"	"M"	"2013"	"2013"	542002
	"80 years"	"80"	"Male"	"M"	"2014"	"2014"	539379
	"80 years"	"80"	"Male"	"M"	"2015"	"2015"	577486
	"80 years"	"80"	"Male"	"M"	"2016"	"2016"	585062
	"80 years"	"80"	"Male"	"M"	"2017"	"2017"	595050
	"80 years"	"80"	"Male"	"M"	"2018"	"2018"	629062
	"80 years"	"80"	"Male"	"M"	"2019"	"2019"	643443
	"80 years"	"80"	"Male"	"M"	"2020"	"2020"	663256
	"81 years"	"81"	"Female"	"F"	"2003"	"2003"	732492
	"81 years"	"81"	"Female"	"F"	"2004"	"2004"	724777
	"81 years"	"81"	"Female"	"F"	"2005"	"2005"	742630
	"81 years"	"81"	"Female"	"F"	"2006"	"2006"	752401
	"81 years"	"81"	"Female"	"F"	"2007"	"2007"	732857
	"81 years"	"81"	"Female"	"F"	"2008"	"2008"	736191
	"81 years"	"81"	"Female"	"F"	"2009"	"2009"	735205
	"81 years"	"81"	"Female"	"F"	"2010"	"2010"	716520
	"81 years"	"81"	"Female"	"F"	"2011"	"2011"	736880
	"81 years"	"81"	"Female"	"F"	"2012"	"2012"	718621
	"81 years"	"81"	"Female"	"F"	"2013"	"2013"	709728
	"81 years"	"81"	"Female"	"F"	"2014"	"2014"	705241
	"81 years"	"81"	"Female"	"F"	"2015"	"2015"	693091
	"81 years"	"81"	"Female"	"F"	"2016"	"2016"	741068
	"81 years"	"81"	"Female"	"F"	"2017"	"2017"	741532
	"81 years"	"81"	"Female"	"F"	"2018"	"2018"	749540
	"81 years"	"81"	"Female"	"F"	"2019"	"2019"	787905
	"81 years"	"81"	"Female"	"F"	"2020"	"2020"	795451
	"81 years"	"81"	"Male"	"M"	"2003"	"2003"	464268
	"81 years"	"81"	"Male"	"M"	"2004"	"2004"	464757
	"81 years"	"81"	"Male"	"M"	"2005"	"2005"	475653
	"81 years"	"81"	"Male"	"M"	"2006"	"2006"	487526
	"81 years"	"81"	"Male"	"M"	"2007"	"2007"	483736
	"81 years"	"81"	"Male"	"M"	"2008"	"2008"	496116
	"81 years"	"81"	"Male"	"M"	"2009"	"2009"	501564
	"81 years"	"81"	"Male"	"M"	"2010"	"2010"	496003
	"81 years"	"81"	"Male"	"M"	"2011"	"2011"	515544
	"81 years"	"81"	"Male"	"M"	"2012"	"2012"	509877
	"81 years"	"81"	"Male"	"M"	"2013"	"2013"	509116
	"81 years"	"81"	"Male"	"M"	"2014"	"2014"	510488
	"81 years"	"81"	"Male"	"M"	"2015"	"2015"	507194
	"81 years"	"81"	"Male"	"M"	"2016"	"2016"	544320
	"81 years"	"81"	"Male"	"M"	"2017"	"2017"	551309
	"81 years"	"81"	"Male"	"M"	"2018"	"2018"	560752
	"81 years"	"81"	"Male"	"M"	"2019"	"2019"	593477
	"81 years"	"81"	"Male"	"M"	"2020"	"2020"	604941
	"82 years"	"82"	"Female"	"F"	"2003"	"2003"	683447
	"82 years"	"82"	"Female"	"F"	"2004"	"2004"	689937
	"82 years"	"82"	"Female"	"F"	"2005"	"2005"	683339
	"82 years"	"82"	"Female"	"F"	"2006"	"2006"	701199
	"82 years"	"82"	"Female"	"F"	"2007"	"2007"	710665
	"82 years"	"82"	"Female"	"F"	"2008"	"2008"	692151
	"82 years"	"82"	"Female"	"F"	"2009"	"2009"	695764
	"82 years"	"82"	"Female"	"F"	"2010"	"2010"	695493
	"82 years"	"82"	"Female"	"F"	"2011"	"2011"	681445
	"82 years"	"82"	"Female"	"F"	"2012"	"2012"	702052
	"82 years"	"82"	"Female"	"F"	"2013"	"2013"	683666
	"82 years"	"82"	"Female"	"F"	"2014"	"2014"	676862
	"82 years"	"82"	"Female"	"F"	"2015"	"2015"	671433
	"82 years"	"82"	"Female"	"F"	"2016"	"2016"	660976
	"82 years"	"82"	"Female"	"F"	"2017"	"2017"	706469
	"82 years"	"82"	"Female"	"F"	"2018"	"2018"	706940
	"82 years"	"82"	"Female"	"F"	"2019"	"2019"	715241
	"82 years"	"82"	"Female"	"F"	"2020"	"2020"	749775
	"82 years"	"82"	"Male"	"M"	"2003"	"2003"	417522
	"82 years"	"82"	"Male"	"M"	"2004"	"2004"	425169
	"82 years"	"82"	"Male"	"M"	"2005"	"2005"	426417
	"82 years"	"82"	"Male"	"M"	"2006"	"2006"	436936
	"82 years"	"82"	"Male"	"M"	"2007"	"2007"	448157
	"82 years"	"82"	"Male"	"M"	"2008"	"2008"	444700
	"82 years"	"82"	"Male"	"M"	"2009"	"2009"	456484
	"82 years"	"82"	"Male"	"M"	"2010"	"2010"	462694
	"82 years"	"82"	"Male"	"M"	"2011"	"2011"	462132
	"82 years"	"82"	"Male"	"M"	"2012"	"2012"	481525
	"82 years"	"82"	"Male"	"M"	"2013"	"2013"	475515
	"82 years"	"82"	"Male"	"M"	"2014"	"2014"	476120
	"82 years"	"82"	"Male"	"M"	"2015"	"2015"	476778
	"82 years"	"82"	"Male"	"M"	"2016"	"2016"	474690
	"82 years"	"82"	"Male"	"M"	"2017"	"2017"	509366
	"82 years"	"82"	"Male"	"M"	"2018"	"2018"	515989
	"82 years"	"82"	"Male"	"M"	"2019"	"2019"	525519
	"82 years"	"82"	"Male"	"M"	"2020"	"2020"	554034
	"83 years"	"83"	"Female"	"F"	"2003"	"2003"	630578
	"83 years"	"83"	"Female"	"F"	"2004"	"2004"	641326
	"83 years"	"83"	"Female"	"F"	"2005"	"2005"	648391
	"83 years"	"83"	"Female"	"F"	"2006"	"2006"	643892
	"83 years"	"83"	"Female"	"F"	"2007"	"2007"	661644
	"83 years"	"83"	"Female"	"F"	"2008"	"2008"	671398
	"83 years"	"83"	"Female"	"F"	"2009"	"2009"	654726
	"83 years"	"83"	"Female"	"F"	"2010"	"2010"	658356
	"83 years"	"83"	"Female"	"F"	"2011"	"2011"	657142
	"83 years"	"83"	"Female"	"F"	"2012"	"2012"	645073
	"83 years"	"83"	"Female"	"F"	"2013"	"2013"	663688
	"83 years"	"83"	"Female"	"F"	"2014"	"2014"	647978
	"83 years"	"83"	"Female"	"F"	"2015"	"2015"	640279
	"83 years"	"83"	"Female"	"F"	"2016"	"2016"	636656
	"83 years"	"83"	"Female"	"F"	"2017"	"2017"	626220
	"83 years"	"83"	"Female"	"F"	"2018"	"2018"	669616
	"83 years"	"83"	"Female"	"F"	"2019"	"2019"	670758
	"83 years"	"83"	"Female"	"F"	"2020"	"2020"	676482
	"83 years"	"83"	"Male"	"M"	"2003"	"2003"	367149
	"83 years"	"83"	"Male"	"M"	"2004"	"2004"	381825
	"83 years"	"83"	"Male"	"M"	"2005"	"2005"	390040
	"83 years"	"83"	"Male"	"M"	"2006"	"2006"	392892
	"83 years"	"83"	"Male"	"M"	"2007"	"2007"	403576
	"83 years"	"83"	"Male"	"M"	"2008"	"2008"	415006
	"83 years"	"83"	"Male"	"M"	"2009"	"2009"	412912
	"83 years"	"83"	"Male"	"M"	"2010"	"2010"	422872
	"83 years"	"83"	"Male"	"M"	"2011"	"2011"	427528
	"83 years"	"83"	"Male"	"M"	"2012"	"2012"	428149
	"83 years"	"83"	"Male"	"M"	"2013"	"2013"	445458
	"83 years"	"83"	"Male"	"M"	"2014"	"2014"	441164
	"83 years"	"83"	"Male"	"M"	"2015"	"2015"	440980
	"83 years"	"83"	"Male"	"M"	"2016"	"2016"	442957
	"83 years"	"83"	"Male"	"M"	"2017"	"2017"	440649
	"83 years"	"83"	"Male"	"M"	"2018"	"2018"	473036
	"83 years"	"83"	"Male"	"M"	"2019"	"2019"	480017
	"83 years"	"83"	"Male"	"M"	"2020"	"2020"	486767
	"84 years"	"84"	"Female"	"F"	"2003"	"2003"	540339
	"84 years"	"84"	"Female"	"F"	"2004"	"2004"	584240
	"84 years"	"84"	"Female"	"F"	"2005"	"2005"	595097
	"84 years"	"84"	"Female"	"F"	"2006"	"2006"	602492
	"84 years"	"84"	"Female"	"F"	"2007"	"2007"	598573
	"84 years"	"84"	"Female"	"F"	"2008"	"2008"	615304
	"84 years"	"84"	"Female"	"F"	"2009"	"2009"	624897
	"84 years"	"84"	"Female"	"F"	"2010"	"2010"	611246
	"84 years"	"84"	"Female"	"F"	"2011"	"2011"	617408
	"84 years"	"84"	"Female"	"F"	"2012"	"2012"	617550
	"84 years"	"84"	"Female"	"F"	"2013"	"2013"	605126
	"84 years"	"84"	"Female"	"F"	"2014"	"2014"	624702
	"84 years"	"84"	"Female"	"F"	"2015"	"2015"	608549
	"84 years"	"84"	"Female"	"F"	"2016"	"2016"	602934
	"84 years"	"84"	"Female"	"F"	"2017"	"2017"	599158
	"84 years"	"84"	"Female"	"F"	"2018"	"2018"	589333
	"84 years"	"84"	"Female"	"F"	"2019"	"2019"	630961
	"84 years"	"84"	"Female"	"F"	"2020"	"2020"	629714
	"84 years"	"84"	"Male"	"M"	"2003"	"2003"	303077
	"84 years"	"84"	"Male"	"M"	"2004"	"2004"	329740
	"84 years"	"84"	"Male"	"M"	"2005"	"2005"	343965
	"84 years"	"84"	"Male"	"M"	"2006"	"2006"	351889
	"84 years"	"84"	"Male"	"M"	"2007"	"2007"	355093
	"84 years"	"84"	"Male"	"M"	"2008"	"2008"	364892
	"84 years"	"84"	"Male"	"M"	"2009"	"2009"	375715
	"84 years"	"84"	"Male"	"M"	"2010"	"2010"	375569
	"84 years"	"84"	"Male"	"M"	"2011"	"2011"	387116
	"84 years"	"84"	"Male"	"M"	"2012"	"2012"	392513
	"84 years"	"84"	"Male"	"M"	"2013"	"2013"	392411
	"84 years"	"84"	"Male"	"M"	"2014"	"2014"	409786
	"84 years"	"84"	"Male"	"M"	"2015"	"2015"	405022
	"84 years"	"84"	"Male"	"M"	"2016"	"2016"	406107
	"84 years"	"84"	"Male"	"M"	"2017"	"2017"	407912
	"84 years"	"84"	"Male"	"M"	"2018"	"2018"	405657
	"84 years"	"84"	"Male"	"M"	"2019"	"2019"	436287
	"84 years"	"84"	"Male"	"M"	"2020"	"2020"	440593
	"85+ years"	"85+"	"Female"	"F"	"2003"	"2003"	3127975
	"85+ years"	"85+"	"Female"	"F"	"2004"	"2004"	3166584
	"85+ years"	"85+"	"Female"	"F"	"2005"	"2005"	3249455
	"85+ years"	"85+"	"Female"	"F"	"2006"	"2006"	3347539
	"85+ years"	"85+"	"Female"	"F"	"2007"	"2007"	3446309
	"85+ years"	"85+"	"Female"	"F"	"2008"	"2008"	3533026
	"85+ years"	"85+"	"Female"	"F"	"2009"	"2009"	3631954
	"85+ years"	"85+"	"Female"	"F"	"2010"	"2010"	3733139
	"85+ years"	"85+"	"Female"	"F"	"2011"	"2011"	3814403
	"85+ years"	"85+"	"Female"	"F"	"2012"	"2012"	3902430
	"85+ years"	"85+"	"Female"	"F"	"2013"	"2013"	3964645
	"85+ years"	"85+"	"Female"	"F"	"2014"	"2014"	4033776
	"85+ years"	"85+"	"Female"	"F"	"2015"	"2015"	4093329
	"85+ years"	"85+"	"Female"	"F"	"2016"	"2016"	4148383
	"85+ years"	"85+"	"Female"	"F"	"2017"	"2017"	4181647
	"85+ years"	"85+"	"Female"	"F"	"2018"	"2018"	4205508
	"85+ years"	"85+"	"Female"	"F"	"2019"	"2019"	4225260
